Date, Name, Minutes, Seconds, Distance,Pace, Unit, Feel, Notes, Cross Train Type, Calulate Pace, Field 1, Field 2
2011-05-23,Commute (Bike),23,17,3.10523,07:29,miles,3,,,1,,
2011-05-20,Commute (Bike),6,52,0.915137,07:30,miles,3,,,1,,
2011-05-24,Commute (Bike),31,7,4.14924,07:29,miles,3,,,1,,
2011-05-20,Batman+,30,0,4.36405,06:52,miles,3,,,1,,
2011-05-24,South Springwater,63,49,8.7426,07:17,miles,3,,,1,,
2011-05-25,Commute (Bike),30,31,4.06962,07:29,miles,3,,,1,,
2011-05-25,Batman,18,50,2.75,06:50,miles,3,,,1,,
2011-05-26,Commute (Bike),44,31,5.93646,07:29,miles,3,,,1,,
2011-05-26,Foot Traffic,46,57,6.28,07:28,miles,3,,,1,,
2011-05-27,Commute (Bike),30,52,4.10521,07:31,miles,3,,,1,,
2011-05-28,Gabriel-Woods loop,40,46,5.91,06:53,miles,4,,,1,,
2011-05-29,Errands + Visiting (Bike),38,37,5.1478,07:30,miles,4,,,1,,
2011-05-29,Fairmount,75,13,10,07:31,miles,4,,,1,,
2011-05-31,Commute (Bike),31,31,4.20198,07:30,miles,4,,,1,,
2011-05-31,Hawthorne,88,14,12.7012,06:56,miles,4,,,1,,
2011-06-01,Commute (Bike),19,7,2.5497,07:29,miles,4,,,1,,
2011-06-02,Commute (Bike),44,37,5.94938,07:29,miles,4,,,1,,
2011-06-02,Foot Traffic,47,25,6.2,07:38,miles,2,,,1,,
2011-06-03,Commute (Bike),31,7,4.14831,07:30,miles,4,,,1,,
2011-06-03,Track,21,21,3.24736,06:34,miles,3,,,1,,
2011-06-04,Commute (Bike),14,33,1.93921,07:30,miles,3,,,1,,
2011-06-04,Rich Man's + Batman,56,16,7.601,07:24,miles,3,,,1,,
2011-06-05,Bald Peak (Bike),118,20,15.7784,07:29,miles,4,,,1,,
2011-06-06,Commute (Bike),42,50,5.71037,07:30,miles,3,,,1,,
2011-06-06,Foot Traffic Town Run,26,30,3.7582,07:03,miles,4,,,1,,
2011-06-06,Out for a spin,2,34,0.3838,06:41,miles,4,,,1,,
2011-06-07,Commute (Bike),29,56,3.99121,07:29,miles,3,,,1,,
2011-06-07,Failed South Shore,68,45,9.3436,07:21,miles,2,,,1,,
2011-06-08,Commute (Bike),30,54,4.11915,07:30,miles,3,,,1,,
2011-06-08,Pool run,38,0,5.06667,07:29,miles,4,,,1,,
2011-06-09,Commute (Bike),30,28,4.06229,07:29,miles,3,,,1,,
2011-06-09,Hawthorne + Terwilliger,92,42,13.3459,06:56,miles,2,,,1,,
2011-06-13,Commute (Bike),19,53,2.65038,07:30,miles,4,,,1,,
2011-06-13,"Gabriel Park, Pendleton St",30,47,4.2346,07:16,miles,4,http://www.gmap-pedometer.com/?r=4576199 ,,1,,
2011-06-14,Commute (Bike),21,19,2.842,07:30,miles,3,,,1,,
2011-06-16,Commute (Bike),20,20,2.71073,07:30,miles,4,,,1,,
2011-06-17,Commute + Sauvie (Bike),56,14,7.49825,07:29,miles,4,,,1,,
2011-06-20,Commute (Bike),36,41,4.89,07:30,miles,4,,,1,,
2011-06-20,Batman,19,12,2.7549,06:58,miles,3,,,1,,
2011-06-21,Commute (Bike),53,26,3.99227,13:23,miles,3,,,1,,
2011-06-21,Iron Mountain + Cedar Trail,51,4,6.28,08:07,miles,3,http://www.mapmyfitness.com/routes/view/38406332/,,1,,
2011-06-22,Commute (Bike),31,7,4.14891,07:29,miles,3,,,1,,
2011-06-22,Pool run,14,0,1.86667,07:29,miles,2,,,1,,
2011-06-23,Commute (Bike),33,7,4.41657,07:29,miles,3,,,1,,
2009-12-04,Bike,38,3,5.07251,07:30,miles,4,,,1,,
2011-06-24,Commute (Bike),31,35,4.212,07:29,miles,3,,,1,,
2011-06-24,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-06-25,Lower Springwater,66,16,9.46,07:00,miles,4,,,1,,
2011-06-25,Commute (Bike),60,21,8.046,07:30,miles,4,,,1,,
2011-06-27,Commute (Bike),19,41,2.62506,07:29,miles,4,,,1,,
2011-06-28,Commute (Bike),19,36,2.61376,07:29,miles,4,,,1,,
2011-06-29,Commute (Bike),31,24,4.18776,07:29,miles,4,,,1,,
2011-06-30,Commute (Bike),20,11,2.69076,07:30,miles,4,,,1,,
2011-07-01,Commute (Bike),31,2,4.13718,07:30,miles,4,,,1,,
2011-07-01,Rich Man's,31,42,4.4,07:12,miles,3,,,1,,
2011-07-02,Commute (Bike),23,12,3.09258,07:30,miles,5,,,1,,
2011-07-02,Mount Tabor,57,44,7.69887,07:29,miles,3,,,1,,
2011-07-03,Commute (Bike),41,11,5.4909,07:30,miles,4,,,1,,
2011-07-03,George Himes Park,25,56,3.4578,07:29,miles,3,,,1,,
2011-07-04,5k,65,58,10.2069,06:27,miles,5,,,1,,
2011-07-04,Commute (Bike),8,1,1.0681,07:30,miles,4,,,1,,
2011-07-05,Commute (Bike),30,4,4.00885,07:30,miles,3,,,1,,
2011-07-05,Pool run,30,0,4,07:30,miles,3,,,1,,
2011-07-05,Cross Train (weights),40,0,,#DIV/0!,miles,,,weights,0,,
2011-07-06,Commute (Bike),31,38,4.21668,07:30,miles,4,,,1,,
2011-07-07,Commute (Bike),34,32,4.06,08:30,miles,3,,,1,,
2011-07-07,Pool run,45,0,6,07:30,miles,4,,,1,,
2011-07-08,Commute (Bike),31,5,4.14337,07:30,miles,3,,,1,,
2011-07-08,Hawthorne,85,58,12.5368,06:51,miles,3,,,1,,
2011-07-09,Errands (Bike),20,1,2.669,07:29,miles,4,,,1,,
2011-07-09,"Gabriel Park, Pendleton St",27,7,3.7462,07:14,miles,3,,,1,,
2011-07-10,Bike,40,40,5.42188,07:30,miles,4,,,1,,
2011-07-11,Commute (Bike),39,25,5.25646,07:29,miles,3,,,1,,
2011-07-11,Foot Traffic to Mary S. Young Out + Back,38,34,5.6356,06:50,miles,3,,,1,,
2011-07-12,Commute (Bike),29,24,3.92015,07:29,miles,3,,,1,,
2011-07-12,Hawthorne,90,11,12.54,07:11,miles,2,,,1,,
2011-07-13,Commute (Bike),29,38,3.9501,07:30,miles,3,,,1,,
2011-07-13,Pool run,20,0,2.667,07:29,miles,3,,,1,,
2011-07-13,Cross Train (weights),40,0,,#DIV/0!,miles,,,weights,0,,
2011-07-14,Commute (Bike),29,59,3.9978,07:29,miles,3,,,1,,
2011-07-14,FUCK MY LIFE,11,26,1.52,07:31,miles,2,,,1,,
2011-07-15,Commute,57,33,7.67394,07:29,miles,3,,,1,,
2011-07-18,Commute (Bike),22,14,2.96478,07:29,miles,3,,,1,,
2011-07-19,Commute (Bike),21,31,2.869,07:29,miles,3,,,1,,
2011-07-20,Commute (Bike),31,11,4.15784,07:29,miles,4,,,1,,
2011-07-21,Commute (Bike),29,24,3.92028,07:29,miles,4,,,1,,
2011-07-23,Hawthorne,97,32,13.7543,07:05,miles,3,,,1,,
2011-07-22,Commute (Bike),31,8,4.15127,07:29,miles,3,,,1,,
2011-07-22,Rich Man's,31,15,4.4,07:06,miles,3,,,1,,
2011-07-22,Stride,1,5,0.4,02:42,km,3,,,1,,
2011-07-23,To school (Bike),46,29,6.1969,07:30,miles,3,,,1,,
2011-07-23,Barefoot run,13,34,1.4938,09:04,miles,3,,,1,,
2011-07-24,To Cori's (bike),25,35,3.41091,07:30,miles,3,,,1,,
2011-07-25,Commute (Bike),37,53,5.05137,07:29,miles,3,,,1,,
2011-07-26,Commute (Bike),30,6,4.01284,07:30,miles,3,,,1,,
2011-07-26,Batman,19,39,2.7611,07:07,miles,3,,,1,,
2011-07-27,Claim,20,33,3,06:51,miles,3,,,1,,
2011-08-01,To School,46,50,6.633,07:03,miles,3,,,1,,
2011-07-30,Cross Train (hiking),0,0,2.0252,,miles,,http://www.gmap-pedometer.com/?r=4688002 ,hiking,0,,
2011-07-29,Cross Train (hiking),0,0,4.92,,miles,,,hiking,0,,
2011-08-02,Batman + Iron Mountain,60,23,7.79,07:45,miles,3,,,1,,
2011-08-02,Commute (Bike),35,46,4.7694,07:29,miles,3,,,1,,
2011-08-03,Commute (Bike),30,5,4.01066,07:30,miles,3,,,1,,
2011-08-03,Pool run,47,0,6.26667,07:29,miles,3,,,1,,
2011-08-04,Commute (Bike),30,48,4.01065,07:40,miles,3,,,1,,
2011-08-05,Commute (Bike),56,1,7.46872,07:30,miles,3,,,1,,
2011-08-07,Commute (Bike),35,3,4.67338,07:29,miles,3,,,1,,
2011-08-08,Commute (Bike),29,17,3.90509,07:29,miles,3,,,1,,
2011-08-08,Rich Man's,36,8,4.5,08:01,miles,3,,,1,,
2011-08-08,400,1,4,0.4,02:40,km,3,,,1,,
2011-08-09,Commute (Bike),30,3,4.00666,07:30,miles,3,,,1,,
2011-08-09,Lower Springwater,65,6,8.8154,07:23,miles,3,,,1,,
2011-08-10,Commute (Bike),30,17,4.03789,07:29,miles,3,,,1,,
2011-08-10,Pool run,30,0,4,07:30,miles,4,,,1,,
2011-08-12,Commute (Bike),51,36,6.87988,07:30,miles,3,,,1,,
2011-08-11,Commute (Bike),61,45,8.23269,07:30,miles,3,,,1,,
2011-08-12,Rich Man's,34,9,4.5,07:35,miles,3,,,1,,
2011-08-12,Stride,1,4,0.4,02:40,km,3,,,1,,
2011-08-12,Lap,1,34,0.4,03:55,km,3,Barefoot,,1,,
2011-08-12,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-08-14,Commute (Bike),8,15,1.10055,07:29,miles,3,,,1,,
2011-08-14,Elk Rock Island,100,0,12.1282,08:14,miles,3,,,1,,
2011-08-13,Post office (Bike),2,36,0.347715,07:28,miles,3,,,1,,
2011-08-15,Commute (Bike),30,20,4.04521,07:29,miles,3,,,1,,
2011-08-15,Batman,19,50,2.797,07:05,miles,4,,,1,,
2011-08-15,Stride,1,0,0.4,02:30,km,5,No shoes!,,1,,
2011-08-16,Commute (Bike),31,50,4.2449,07:29,miles,3,,,1,,
2011-08-16,Graveyard + Iron Mountain,70,2,9.55,07:20,miles,3,,,1,,
2011-08-16,Cross Train (weights),20,0,,#DIV/0!,miles,,,weights,0,,
2011-08-17,Commute (Bike),59,25,7.92181,07:30,miles,3,Distance: 27.793. Time: 109:20.,,1,,
2011-08-17,Pool run,30,0,4,07:30,miles,3,,,1,,
2011-08-18,Commute (Bike),30,21,4.04558,07:30,miles,3,,,1,,
2011-08-18,Batman + Rich Man's,51,5,7.2848,07:00,miles,2,,,1,,
2011-08-19,Commute (Bike),30,17,4.03691,07:30,miles,3,,,1,,
2011-08-19,Pool run,30,0,4,07:30,miles,3,,,1,,
2011-08-19,Stride,1,4,0.4,02:40,km,3,,,1,,
2011-08-20,Commute (Bike),35,39,4.7528,07:30,miles,3,,,1,,
2011-08-20,30x200,34,1098,12.1179,04:18,miles,3,,,1,,
2011-08-20,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-08-21,Commute (Bike),35,28,4.72867,07:30,miles,2,,,1,,
2011-08-21,Pool run,90,0,12,07:30,miles,3,,,1,,
2011-08-22,Commute (Bike),28,39,3.81983,07:30,miles,4,,,1,,
2011-08-22,Pool run,22,30,3,07:30,miles,3,,,1,,
2011-08-23,Commute (Bike),28,36,3.81268,07:30,miles,4,,,1,,
2011-08-23,Pool run,22,30,3,07:30,miles,2,,,1,,
2011-08-24,Commute (Bike),18,29,2.46496,07:29,miles,3,,,1,,
2011-08-25,Commute (Bike),29,16,3.90157,07:30,miles,4,,,1,,
2011-08-25,Pool run,54,0,7.2,07:30,miles,3,,,1,,
2011-08-26,Commute (Bike),29,30,3.93363,07:29,miles,3,,,1,,
2011-08-26,Pool run,30,0,4,07:30,miles,3,,,1,,
2011-08-27,Commute (Bike),37,56,5.05882,07:29,miles,3,,,1,,
2011-08-27,Pool run,60,0,8,07:30,miles,3,,,1,,
2011-08-28,Commute (Bike),14,41,1.95732,07:30,miles,3,,,1,,
2011-08-28,Forest Park,85,57,10.36,08:17,miles,4,http://www.mapmyrun.com/routes/view/48191630/,,1,,
2011-08-29,Commute (Bike),30,9,4.10983,07:20,miles,3,,,1,,
2011-08-29,Batman,21,11,2.9555,07:10,miles,2,,,1,,
2011-08-29,Stride,1,5,0.4,02:42,km,3,,,1,,
2011-08-29,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-08-30,Commute (Bike),30,27,4.06047,07:29,miles,3,,,1,,
2011-08-30,Batman,21,37,3.0034,07:11,miles,2,,,1,,
2011-08-31,Commute (Bike),29,46,3.96816,07:30,miles,3,,,1,,
2011-08-31,Pool run,30,0,4,07:30,miles,3,,,1,,
2011-08-31,Cross Train (weights),10,0,,#DIV/0!,miles,,,weights,0,,
2011-09-01,Commute (Bike),30,25,4.05549,07:30,miles,3,,,1,,
2011-09-01,Westmoreland,8,34,1.1,07:47,miles,2,,,1,,
2011-09-02,Commute (Bike),29,38,3.951,07:30,miles,3,,,1,,
2011-09-02,Pool run,30,0,4,07:30,miles,3,,,1,,
2011-09-03,Commute (Bike),14,43,1.96245,07:29,miles,3,,,1,,
2011-09-03,Seven Bridges Road,116,10,15.2654,07:36,miles,3,,,1,,
2011-09-03,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-09-06,Commute (Bike),19,13,2.56267,07:29,miles,3,,,1,,
2011-09-07,Commute (Bike),20,59,2.79754,07:30,miles,2,,,1,,
2011-09-08,Commute (Bike),30,8,4.0187,07:29,miles,2,,,1,,
2011-09-08,Batman,21,36,3,07:12,miles,2,,,1,,
2011-09-09,Commute (Bike),32,31,4.33536,07:30,miles,2,,,1,,
2011-09-09,Batman,20,22,2.9,07:01,miles,2,,,1,,
2011-09-10,Commute (Bike),14,20,1.91138,07:29,miles,2,,,1,,
2011-09-10,Lewis & Clark Invitational,66,109,10.6073,06:23,miles,4,,,1,,
2011-09-11,Tour de Lab (Bike),103,19,13.776,07:29,miles,4,,,1,,
2011-09-12,Commute (Bike),29,17,3.90543,07:29,miles,3,,,1,,
2011-09-12,Corbett,46,28,6.3,07:22,miles,3,http://www.mapmyrun.com/routes/view/50326514/,,1,,
2011-09-12,Stride,0,67,0.4,,km,2,,,1,,
2011-09-12,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-09-13,Commute (Bike),28,54,3.85341,07:29,miles,3,,,1,,
2011-09-14,Commute (Bike),20,19,2.7089,07:29,miles,3,,,1,,
2011-09-15,Commute (Bike),60,7,8.01477,07:30,miles,3,,,1,,
2011-09-16,Commute (Bike),30,44,4.09768,07:30,miles,3,,,1,,
2011-09-16,Batman,19,20,2.75,07:01,miles,3,,,1,,
2011-09-16,Barefoot on track,5,11,1.2,04:19,km,3,,,1,,
2011-09-16,Stride,1,2,0.4,02:35,km,3,,,1,,
2011-09-17,Commute (Bike),13,48,1.839,07:30,miles,2,,,1,,
2011-09-19,Commute (Bike),22,0,2.93314,07:30,miles,3,,,1,,
2011-09-17,Cool down with team,19,47,2.2927,08:37,miles,3,,,1,,
2011-09-20,Commute (Bike),29,30,3.93356,07:29,miles,3,,,1,,
2011-09-20,Iron Mountain out and Back,43,50,5.8,07:33,miles,4,,,1,,
2011-09-20,Barefoot on track,5,57,1.672,03:33,km,3,,,1,,
2011-09-21,Commute (Bike),29,47,3.97,07:30,miles,3,,,1,,
2011-09-21,Cross Train (weights),10,0,,#DIV/0!,miles,,,weights,0,,
2011-09-22,Commute (Bike),21,21,2.8458,07:30,miles,3,,,1,,
2011-09-23,Commute (Bike),30,13,4.02798,07:30,miles,3,,,1,,
2011-09-23,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-09-26,Commute (Bike),31,58,4.2631,07:29,miles,3,,,1,,
2011-09-26,Batman,22,48,3,07:36,miles,2,,,1,,
2011-09-27,Commute (Bike),19,39,2.62077,07:29,miles,3,,,1,,
2011-09-28,Commute (Bike),30,12,4.02644,07:30,miles,3,,,1,,
2011-09-28,Batman,21,28,3,07:09,miles,2,,,1,,
2011-09-28,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-09-29,Commute (Bike),30,13,4.02837,07:30,miles,3,,,1,,
2011-09-29,"Iron Mountain, Cedar Trail, 4th Ave",54,7,6.69,08:05,miles,2,,,1,,
2011-09-30,Commute (Bike),29,29,3.93018,07:30,miles,3,,,1,,
2011-09-30,Batman,22,30,3,07:30,miles,1,,,1,,
2011-10-01,Commute (Bike),59,0,7.86648,07:30,miles,2,,,1,,
2011-10-01,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-10-03,Commute (Bike),29,47,3.97079,07:30,miles,3,,,1,,
2011-10-03,Oak's Bottom,55,43,7.64,07:17,miles,3,,,1,,
2011-10-03,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-10-04,Commute (Bike),29,59,3.99734,07:30,miles,3,,,1,,
2011-10-04,North Shore,75,15,10.38,07:14,miles,2,,,1,,
2011-10-05,Commute (Bike),23,35,3.14542,07:29,miles,3,,,1,,
2011-10-06,Commute (Bike),20,10,4.0225,05:00,miles,3,,,1,,
2011-10-07,Commute (Bike),23,35,3.14516,07:29,miles,3,,,1,,
2011-10-10,Commute (Bike),35,2,4.67,07:30,miles,3,,,1,,
2011-10-10,Batman,21,4,3,07:01,miles,3,,,1,,
2011-10-11,Commute (Bike),29,49,3.97549,07:30,miles,3,,,1,,
2011-10-11,"2x800, 1600",29,98,4.98839,06:08,miles,3,,,1,,
2011-10-11,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-10-12,Commute (Bike),20,4,2.6752,07:30,miles,3,,,1,,
2011-10-13,Commute (Bike),30,17,4.037,07:30,miles,3,,,1,,
2011-10-14,Commute (Bike),30,38,4.08446,07:29,miles,3,,,1,,
2011-10-14,Batman,19,7,2.75,06:57,miles,2,,,1,,
2011-10-13,Englewood backwards,61,8,8.03,07:36,miles,2,Tight calves!,,1,,
2011-10-15,Commute (Bike),14,14,1.89681,07:30,miles,3,,,1,,
2011-10-15,Spectating,15,0,2,07:30,miles,2,,,1,,
2011-10-17,Commute (Bike),30,3,4.00669,07:29,miles,3,,,1,,
2011-10-16,Commute (Bike),5,19,0.70888,07:30,miles,3,,,1,,
2011-10-14,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-10-17,Rich Man's + Nature Center,45,13,5.96,07:35,miles,3,,,1,,
2011-10-18,Commute (Bike),30,2,4.0041,07:30,miles,3,,,1,,
2011-10-18,"Rich Man''s, Batman, South Campus",59,43,8.41,07:06,miles,3,,,1,,
2011-10-18,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-10-19,Commute (Bike),23,57,3.1943,07:29,miles,3,,,1,,
2011-10-19,Rich Man's,34,39,4.4,07:52,miles,3,,,1,,
2011-10-19,Cool down with the the fellas,6,2,1.309,04:36,km,3,My own two feet,,1,,
2011-10-20,Commute (Bike),30,21,4.04738,07:29,miles,3,,,1,,
2011-10-20,Batman,20,47,3,06:55,miles,3,,,1,,
2011-10-21,Commute (Bike),30,9,4.01909,07:30,miles,3,,,1,,
2011-10-21,Batman,22,30,3,07:30,miles,3,,,1,,
2011-10-21,Cross Train (weights),30,0,,#DIV/0!,miles,,,weights,0,,
2011-10-22,Commute (Bike),60,6,8.01278,07:30,miles,3,,,1,,
2011-10-24,Commute (Bike),22,8,2.951,07:30,miles,3,,,1,,
2011-10-25,Commute (Bike),30,22,4.0494,07:29,miles,3,,,1,,
2011-10-26,Commute (Bike),22,17,2.972,07:29,miles,3,,,1,,
2011-10-27,Commute (Bike),31,34,4.209,07:29,miles,3,,,1,,
2011-10-28,Commute (Bike),22,45,3.03347,07:29,miles,3,,,1,,
2011-10-29,Commute (Bike),14,26,1.92349,07:30,miles,3,,,1,,
2011-10-27,Nature Center,32,25,4.03,08:02,miles,3,,,1,,
2011-10-30,Fred Meyer (Bike),4,11,0.55755,07:30,miles,3,,,1,,
2011-10-31,Commute (Bike),20,30,2.73267,07:30,miles,3,,,1,,
2011-11-01,Commute (Bike),22,36,3.0136,07:29,miles,3,,,1,,
2011-11-02,Commute (Bike),23,43,3.16193,07:30,miles,3,,,1,,
2011-11-10,Commute (Bike),21,8,2.8169,07:30,miles,3,,,1,,
2011-11-10,"Gabriel Park, Pendleton St",29,47,4.0256,07:23,miles,3,,,1,,
2011-11-09,Commute (Bike),20,9,2.68566,07:30,miles,3,,,1,,
2011-11-08,Commute (Bike),21,58,2.92834,07:30,miles,3,,,1,,
2011-11-07,Commute (Bike),22,42,3.02639,07:30,miles,3,,,1,,
2011-11-04,Commute (Bike),19,58,2.66209,07:30,miles,3,,,1,,
2011-11-03,Commute (Bike),19,35,2.612,07:29,miles,3,,,1,,
2011-11-11,Commute (Bike),20,57,2.7926,07:30,miles,3,,,1,,
2011-11-13,Commute (Bike),4,9,0.5527,07:30,miles,3,,,1,,
2011-11-14,Commute (Bike),29,33,3.939,07:30,miles,3,,,1,,
2011-11-14,Rich Man's,33,30,4.4,07:36,miles,3,,,1,,
2011-11-15,Commute (Bike),29,37,3.94819,07:30,miles,3,,,1,,
2011-11-15,Batman,18,5,2.5,07:14,miles,3,,,1,,
2011-11-15,Barefoot on track,3,29,0.5,06:58,miles,3,,,1,,
2011-11-16,Commute (Bike),19,8,2.55059,07:30,miles,3,,,1,,
2011-11-21,Commute (Bike),29,27,3.926,07:30,miles,3,,,1,,
2011-11-21,Batman,19,18,2.75,07:01,miles,3,,,1,,
2011-11-19,Commute (Bike),4,28,0.596365,07:29,miles,3,,,1,,
2011-11-17,Commute (Bike),19,48,2.6397,07:30,miles,3,,,1,,
2011-11-18,Commute (Bike),19,38,2.61845,07:29,miles,3,,,1,,
2011-11-22,Commute (Bike),19,31,2.6032,07:29,miles,3,,,1,,
2011-11-22,Gabriel-Woods loop,38,15,5.25,07:17,miles,4,,,1,156,
2011-11-28,Bill Healy,44,5,5.74,07:40,miles,3,http://www.mapmyrun.com/routes/view/59433110/,,1,~150,
2011-11-28,Fred Meyer (Bike),4,25,0.58966,07:29,miles,3,,,1,,
2011-11-29,Commute (Bike),30,43,4.09589,07:29,miles,3,,,1,,
2011-11-29,"Neil Weare, Cedar Trail, Iron Mountain",58,2,7.42,07:49,miles,4,,,1,~150,
2011-11-30,Commute (Bike),30,56,4.124,07:30,miles,3,,,1,,
2011-11-30,Batman,19,23,2.75,07:02,miles,3,,,1,,
2011-11-30,Barefoot on track,3,25,0.8,04:16,km,4,,,1,,
2011-12-01,Commute (Bike),30,4,4.00836,07:30,miles,3,,,1,,
2011-12-01,"Iron Mountain, Cedar Trail, 4th Ave",52,10,6.67,07:49,miles,4,http://www.mapmyrun.com/routes/view/59713460/,,1,,
2011-12-01,Barefoot on track,7,0,1.672,04:11,km,4,,,1,,
2011-12-02,Commute (Bike),50,22,6.715,07:30,miles,3,,,1,,
2011-12-02,Batman,20,47,2.75,07:33,miles,4,,,1,144,154
2011-12-02,Stride,1,7,0.4,02:47,km,3,,,1,,
2011-12-03,"Gabriel, Woods, Dickinson",64,42,8.37,07:43,miles,4,,,1,152,175
2011-12-03,Around town (bike),36,53,4.91699,07:30,miles,3,,,1,,
2011-12-04,Home (bike),8,8,1.0669,07:37,miles,3,,,1,,
2011-12-05,Commute (Bike),29,27,3.926,07:30,miles,3,,,1,,
2011-12-05,Batman,19,42,2.75,07:09,miles,3,,,1,,
2011-12-05,Barefoot on track,3,10,0.836,03:47,km,4,,,1,,
2011-12-07,Commute (Bike),19,38,2.6188,07:29,miles,3,,,1,,
2011-12-08,Commute (Bike),19,41,2.6246,07:29,miles,3,,,1,,
2011-12-09,Commute (Bike),21,50,2.9121,07:29,miles,3,,,1,,
2011-12-12,Commute (Bike),22,5,2.945,07:29,miles,3,,,1,,
2011-12-13,Commute (Bike),19,35,2.6112,07:29,miles,3,,,1,,
2011-12-14,Commute (Bike),22,33,3.0077,07:29,miles,3,,,1,,
2011-12-15,Commute (Bike),20,10,2.68828,07:30,miles,3,,,1,,
2011-12-17,Forest Park,59,41,7.92,07:32,miles,4,,,1,,
2011-12-16,Commute (Bike),19,22,2.5811,07:30,miles,3,,,1,,
2011-12-18,Liberty HS to Jackson Reservoir,83,45,12.42,06:44,miles,2,http://www.mapmyrun.com/routes/view/61112390/,,1,,
2011-12-18,Retrieve vehicle,20,0,2.8,07:08,miles,2,,,1,,
2011-12-19,Commute (Bike),20,4,2.67454,07:30,miles,3,,,1,,
2011-12-20,Commute (Bike),20,57,2.7933,07:30,miles,3,,,1,,
2011-12-21,Commute (Bike),22,39,3.01928,07:30,miles,3,,,1,,
2011-12-22,Commute (Bike),20,22,2.71545,07:30,miles,3,,,1,,
2011-12-23,Commute (Bike),20,24,2.71948,07:30,miles,3,,,1,,
2011-12-23,"Gabriel Park, Pendleton St",28,5,3.8265,07:20,miles,3,,,1,,
2011-12-24,Shevlin Park,32,4,4.45,07:12,miles,3,,,1,,
2011-12-26,Big Eddy to Benham Falls,87,27,11.46,07:37,miles,3,,,1,,
2011-12-27,Commute (Bike),4,24,0.5867,07:29,miles,3,,,1,,
2011-12-28,Commute (Bike),17,44,2.36348,07:30,miles,3,,,1,,
2011-12-30,Commute (Bike),19,46,2.6355,07:30,miles,3,,,1,,
2011-12-31,"Gabriel, Woods, Dickinson, Moonshadow",68,1,9.4,07:14,miles,3,,,1,,
2012-01-01,Hawthorne + Terwilliger,83,0,11.39,07:17,miles,2,,,1,,
2012-01-01,Fred Meyer (Bike),4,16,0.56917,07:29,miles,3,,,1,,
2012-01-02,Commute (Bike),29,22,3.91528,07:30,miles,3,,,1,,
2012-01-03,Commute (Bike),26,4,3.475,07:30,miles,3,,,1,,
2012-01-05,Commute (Bike),20,36,2.74581,07:30,miles,3,,,1,,
2012-01-08,Fred Meyer (Bike),4,15,0.5675,07:29,miles,3,,,1,,
2012-01-09,Commute (Bike),20,18,2.70745,07:29,miles,3,,,1,,
2012-01-10,Commute (Bike),26,50,3.57781,07:29,miles,3,,,1,,
2012-01-12,Commute (Bike),19,44,2.63033,07:30,miles,3,,,1,,
2012-01-11,Commute (Bike),21,59,2.93025,07:30,miles,3,,,1,,
2012-01-13,Commute (Bike),20,17,2.70357,07:30,miles,3,,,1,,
2012-01-14,Commute (Bike),26,54,3.85982,06:58,miles,3,,,1,,
2012-01-16,Commute (Bike),4,4,0.543234,07:29,miles,3,,,1,,
2012-01-20,Commute (Bike),26,58,3.59557,07:29,miles,3,,,1,,
2012-01-23,Commute (Bike),21,45,2.9,07:30,miles,3,,,1,,
2012-01-24,Commute (Bike),19,0,2.53353,07:29,miles,3,,,1,,
2012-01-25,Commute (Bike),20,10,2.68807,07:30,miles,3,,,1,,
2012-01-26,Commute (Bike),20,53,2.78375,07:30,miles,3,,,1,,
2012-01-31,Commute (Bike),31,19,4.17539,07:30,miles,3,,,1,,
2012-01-31,Failed Batman,3,12,0.3894,08:13,miles,3,,,1,,
2012-01-31,Barefoot on track,17,2,3.757,04:32,km,3,,,1,,
2012-01-30,Commute (Bike),20,4,2.67669,07:29,miles,3,,,1,,
2012-01-30,"Gabriel Park, Pendleton St",29,13,3.8,07:41,miles,4,,,1,,
2012-01-30,Gabriel Park (shoeless),7,26,1,07:26,miles,5,,,1,,
2011-12-24,Barefoot in Shevlin Park,3,36,0.5,07:12,miles,3,,,1,,
2012-02-01,Commute (Bike),20,12,2.693,07:30,miles,3,,,1,,
2012-02-02,Commute (Bike),30,55,4.122,07:30,miles,3,,,1,,
2012-02-02,Track,25,26,5.746,04:25,km,3,,,1,,
2012-02-02,Barefoot on track,4,34,1.084,04:12,km,3,,,1,,
2012-02-03,Commute (Bike),30,46,4.101,07:30,miles,3,,,1,,
2012-02-03,Track,5,52,1.326,04:25,km,3,,,1,,
