Date, Name, Minutes, Seconds, Distance,Pace, Unit, Feel, Notes, Cross Train Type, Calulate Pace, Field 1, Field 2
2012-02-03,Barefoot on track,6,0,1.406,04:16,km,3,,,1,,
2012-02-04,House hunting (bicycle),84,23,11.25,07:30,miles,3,,,1,,
2012-02-05,Superbowl! (Bicycle),47,23,6.31794,07:29,miles,3,,,1,,
2012-02-06,Commute (Bike),30,43,4.096,07:29,miles,3,,,1,,
2012-02-06,Track,21,29,4.862,04:25,km,3,,,1,,
2012-02-06,Barefoot on track,5,35,1.326,04:12,km,3,,,1,,
2012-02-07,Commute (Bike),30,30,4.0666,07:30,miles,3,,,1,,
2012-02-07,Track,10,8,2.202,04:36,km,2,,,1,,
2012-02-07,Barefoot on track,3,58,0.892,04:26,km,3,,,1,,
2012-02-08,Commute (Bike),30,5,4.011,07:30,miles,3,,,1,,
2012-02-08,Track,7,28,1.689,04:25,km,3,,,1,,
2012-02-06,Cross Train (weights),45,0,,#DIV/0!,miles,,,weights,0,,
2012-02-09,Commute (Bike),30,57,4.12652,07:30,miles,3,,,1,,
2012-02-09,Track,14,27,3.536,04:05,km,3,,,1,,
2012-02-09,Barefoot on track,3,12,0.884,03:37,km,3,,,1,,
2012-02-10,Commute (Bike),19,48,2.639,07:30,miles,3,,,1,,
2012-02-13,Commute (Bike),21,29,2.865,07:29,miles,3,,,1,,
2012-02-14,Commute (Bike),32,30,4.333,07:30,miles,3,,,1,,
2012-02-14,Track,24,15,5.746,04:13,km,4,,,1,,
2012-02-14,Barefoot on track,2,36,0.812,03:12,km,5,,,1,,
2012-02-15,Commute (Bike),27,55,3.72,07:30,miles,3,,,1,,
2012-02-16,Commute (Bike),31,9,4.15395,07:29,miles,3,,,1,,
2012-02-16,Track,26,43,6.188,04:19,km,3,,,1,,
2012-02-16,Barefoot on track,3,27,0.884,03:54,km,3,,,1,,
2012-02-17,Commute (Bike),30,22,4.04856,07:30,miles,3,,,1,,
2012-02-17,Track,31,8,7.072,04:24,km,3,,,1,,
2012-02-18,Commute (Bike),14,16,1.90195,07:30,miles,3,,,1,,
2012-02-18,Track,36,58,8.84,04:10,km,3,,,1,,
2012-02-19,Errands (Bike),11,57,1.5931,07:30,miles,3,,,1,,
2012-02-20,Commute (Bike),30,54,4.1207,07:29,miles,3,,,1,,
2012-02-20,"Track, Graveyard to 2nd Ave",19,11,2.9514,06:29,miles,3,,,1,,
2012-02-21,Commute (Bike),30,46,4.101,07:30,miles,3,,,1,,
2012-02-21,10x200,33,400,7.42911,05:20,miles,4,,,1,,
2012-02-22,Commute (Bike),31,32,4.2035,07:30,miles,3,,,1,,
2012-02-22,Track + Batman,28,47,4.12315,06:58,miles,4,,,1,,
2012-02-23,Commute (Bike),27,31,3.6684,07:30,miles,3,,,1,,
2012-02-24,Commute (Bike),31,22,4.18,07:30,miles,3,,,1,,
2012-02-24,Batman,19,59,2.75,07:16,miles,2,,,1,,
2012-02-25,Commute (Bike),14,7,1.88156,07:30,miles,3,,,1,,
2012-02-25,Aerobic 200s,19,724,7.8092,03:58,miles,5,,,1,,
2012-02-25,Commute (Bike),14,55,1.98877,07:30,miles,3,,,1,,
2012-02-26,Richie's and Fred Meyer,31,57,4.25993,07:30,miles,3,,,1,,
2012-02-26,"53rd, Wildwood, Firelane 2, Leif Erickso",56,23,7.21,07:49,miles,4,http://www.mapmyrun.com/routes/view/71399244/,,1,,
2012-02-27,Commute (Bike),31,14,4.1635,07:30,miles,3,,,1,,
2012-02-27,Track,23,56,5.304,04:30,km,3,,,1,,
2012-02-28,Commute (Bike),20,6,2.679,07:30,miles,3,,,1,,
2012-02-29,Commute (Bike),19,44,2.63,07:30,miles,3,,,1,,
2012-03-01,Commute (Bike),24,43,3.295,07:30,miles,3,,,1,,
2012-03-02,Commute (Bike),32,46,4.369,07:29,miles,3,,,1,,
2012-03-02,Aerobic 200s,32,759,9.76667,04:34,miles,5,,,1,,
2012-03-03,Guys House (Bike),48,5,6.41047,07:30,miles,3,,,1,,
2012-03-04,Wildwood,62,47,7.3457,08:32,miles,5,,,1,,
2012-03-05,Commute (Bike),23,38,3.1514,07:29,miles,3,,,1,,
2012-03-05,Batman,20,19,2.75,07:23,miles,3,,,1,,
2012-03-06,Commute (Bike),32,31,4.33628,07:29,miles,3,,,1,,
2012-03-06,Aerobic 200s,33,958,10.863,04:30,miles,5,,,1,,
2012-03-07,Commute (Bike),22,46,3.0354,07:30,miles,3,,,1,,
2012-03-08,Commute (Bike),27,33,3.6734,07:29,miles,3,,,1,,
2012-03-09,Commute (Bike),31,15,4.166,07:30,miles,3,,,1,,
2012-03-12,Commute (Bike),34,30,4.599,07:30,miles,3,,,1,,
2012-03-13,Commute (Bike),22,38,3.0185,07:29,miles,3,,,1,,
2012-03-13,5k simulator,46,94,7.6885,06:11,miles,3,"Mile 1: 77.07; 77.97; 77.96; 77.83
Mile 2: 76.19; 78.12; 77.34; 78.76
Mile 3: 76.48; 78.64; 78.89; 78.75
Mile 4: 78.90; 78.08; 79.81; 79.09
",,1,,
2012-03-14,Commute (Bike),20,16,2.70272,07:29,miles,3,,,1,,
2012-03-15,Commute (Bike),19,47,2.637,07:30,miles,3,,,1,,
2012-03-16,Commute (Bike),19,46,2.6349,07:30,miles,3,,,1,,
2012-03-19,Commute (Bike),19,39,2.62,07:30,miles,3,,,1,,
2012-03-23,Commute (Bike),22,44,3.03114,07:29,miles,3,,,1,,
2012-03-24,Commute (Bike),13,46,1.84538,07:27,miles,3,,,1,,
2012-03-24,Batman,19,32,2.75,07:06,miles,2,,,1,,
2012-03-25,Commute (Bike),26,4,3.4759,07:29,miles,3,,,1,,
2012-03-25,Mt. Tabor,68,57,9.2459,07:27,miles,2,,,1,,
2012-03-26,Commute (Bike),20,41,2.758,07:29,miles,3,,,1,,
2012-03-27,Commute (Bike),19,51,2.6477,07:29,miles,3,,,1,,
2012-03-28,Commute (Bike),23,54,3.18669,07:29,miles,3,,,1,,
2012-03-29,Commute (Bike),52,33,7.00661,07:30,miles,3,,,1,,
2012-03-29,Batman,19,16,2.75,07:00,miles,3,,,1,,
2012-03-29,Barefoot on track,3,40,0.818,04:28,km,3,,,1,,
2012-03-30,Commute (Bike),30,18,4.04058,07:29,miles,3,,,1,,
2012-03-30,Batman,20,21,2.75,07:24,miles,3,,,1,,
2012-03-30,Barefoot on track,3,45,0.818,04:35,km,3,,,1,,
2012-03-31,"Gabriel Park, Pendleton St",25,32,3.3865,07:32,miles,3,,,1,,
2012-03-31,Barefoot on Pendleton St.,2,48,0.4101,06:49,miles,3,,,1,,
2012-03-31,Fred Meyer (Bike),4,27,0.592583,07:30,miles,3,,,1,,
2012-04-01,To Richie's (Bike),26,12,3.493,07:30,miles,3,,,1,,
2012-04-01,Mt. Tabor,68,37,9.25,07:25,miles,3,,,1,,
2012-04-01,Freddy's (Bike),4,16,0.569,07:29,miles,3,,,1,,
2012-04-02,Commute (Bike),31,43,4.229,07:29,miles,3,,,1,,
2012-04-02,Batman,19,43,2.75,07:10,miles,3,,,1,,
2012-04-02,Barefoot on track,3,22,0.884,03:48,km,3,,,1,,
2012-04-03,Commute (Bike),31,11,4.15677,07:30,miles,3,,,1,,
2012-04-03,Iron Mountain,42,3,5.7135,07:21,miles,3,,,1,,
2012-04-03,Barefoot on track,3,17,0.884,03:42,km,3,,,1,,
2012-04-04,Commute (Bike),29,52,3.98266,07:29,miles,3,,,1,,
2012-04-04,Pool Run,30,0,4,07:30,miles,3,,,1,,
2012-04-04,Barefoot on track,2,59,0.884,03:22,km,3,,,1,,
2012-04-05,Commute (Bike),32,1,4.26986,07:29,miles,3,,,1,,
2012-04-05,Batman,19,59,2.75,07:16,miles,4,,,1,,
2012-04-05,Barefoot on track,3,46,0.884,04:15,km,4,,,1,,
2012-04-07,Parrett Mountain (Bike),100,43,13.429,07:29,miles,3,,,1,,
2012-04-06,Commute (Bike),30,29,4.06535,07:29,miles,3,,,1,,
2012-04-06,Batman,21,5,2.75,07:40,miles,3,,,1,,
2012-04-06,Barefoot on track,3,48,0.884,04:17,km,3,,,1,,
2012-04-08,"Mount Tabor, Laurelhurst",78,14,10.7889,07:15,miles,4,,,1,,
2012-04-09,Commute (Bike),32,2,4.27134,07:29,miles,3,,,1,,
2012-04-10,Commute (Bike),21,43,2.828,07:40,miles,3,,,1,,
2012-04-10,Gabriel-Woods loop,33,29,4.68,07:09,miles,4,,,1,,
2012-04-10,Woods Park Shoeless,5,18,0.6083,08:42,miles,4,,,1,,
2012-04-11,Commute (Bike),20,27,2.7265,07:30,miles,3,,,1,,
2012-04-12,Commute (Bike),27,56,3.72449,07:29,miles,3,,,1,,
2012-04-13,Commute (Bike),30,57,4.12774,07:29,miles,3,,,1,,
2012-04-13,"West Horse, Cedar, Red Fox, Rich Man's",45,14,6.0859,07:25,miles,5,http://www.gmap-pedometer.com/?r=5407366 ,,1,,
2012-04-13,Barefoot on track,3,12,0.884,03:37,km,4,,,1,,
2012-04-14,Marshall/Tryon,71,25,9.6939,07:22,miles,3,http://www.gmap-pedometer.com/?r=5407325 ,,1,,
2012-04-14,2200 m loop,11,25,1.5825,07:12,miles,2,,,1,,
2012-04-14,Groceries,8,34,1.142,07:30,miles,3,,,1,,
2012-04-15,To Richie's (Bike),28,35,3.81016,07:30,miles,3,,,1,,
2012-04-15,Mount Tabor,56,57,8.1575,06:58,miles,2,,,1,,
2012-04-17,Commute (Bike),11,30,1.53247,07:30,miles,3,,,1,,
2012-04-16,Commute (Bike),20,16,2.70128,07:30,miles,3,,,1,,
2012-04-22,"Richie's, Washington Park, Fred Meyer",37,30,4.99961,07:30,miles,3,,,1,,
2012-04-22,Washington Park,75,0,10,07:30,miles,5,,,1,,
2012-04-21,Point Defiance,44,15,6,07:22,miles,4,,,1,,
2012-04-18,Commute (Bike),18,14,2.43,07:30,miles,3,,,1,,
2012-04-19,Commute (Bike),20,28,2.728,07:30,miles,3,,,1,,
2012-04-23,"Home, Work, Bi-Mart, Home, NE, Home",78,12,10.4278,07:29,miles,3,,,1,,
2012-04-24,Commute (Bike),32,49,4.375,07:30,miles,3,,,1,,
2012-04-24,"Cedar Trail, Iron Mountain, Rich Man's",45,22,6.0176,07:32,miles,4,http://www.gmap-pedometer.com/?r=5426213 ,,1,,
2012-04-24,Barefoot on track,3,9,0.884,03:33,km,3,,,1,,
2012-04-25,Commute (Bike),31,54,4.254,07:29,miles,3,,,1,,
2012-04-25,Rich Man's,33,53,4.4,07:42,miles,4,,,1,,
2012-04-26,Commute (Bike),31,4,4.1413,07:30,miles,3,,,1,,
2012-04-26,Batman,20,17,2.75,07:22,miles,4,,,1,,
2012-04-27,Commute (Bike),30,47,4.10394,07:30,miles,3,,,1,,
2012-04-27,Rich Man's,33,43,4.4,07:39,miles,4,,,1,,
2012-04-28,Commute (Bike),64,15,8.4011,07:38,miles,4,,,1,,
2012-04-29,"Apt., office; Laura's, Apt. (Bike)",31,35,4.21116,07:29,miles,3,14.1004 miles. 51:49.83 minutes.,,1,,
2012-04-29,Hawthorne,72,20,9.7536,07:24,miles,4,http://www.gmap-pedometer.com/?r=5436217 ,,1,,
2012-04-30,Commute (Bike),32,57,4.39229,07:30,miles,3,,,1,,
2012-05-02,Laura's to Home,24,32,3.27078,07:30,miles,3,,,1,,
2012-05-01,Commute; to Laura's (Bike),43,11,5.7583,07:29,miles,3,,,1,,
2012-05-03,Commute; to Laura's (Bike),42,21,5.64689,07:29,miles,3,,,1,,
2012-05-04,Commute (Bike),30,1,4.00123,07:30,miles,3,,,1,,
2012-05-05,To Fire on the Mountain,14,49,1.975,07:30,miles,3,,,1,,
2012-05-06,To School and Back,14,21,1.91274,07:30,miles,3,,,1,,
2012-05-06,South Shore,86,0,12.4473,06:54,miles,4,,,1,,
2012-05-08,Commute (Bike),22,38,3.0188,07:29,miles,3,,,1,,
2012-05-07,Commute (Bike),21,54,2.91949,07:30,miles,3,,,1,,
2012-05-09,Commute (Bike),21,9,2.81972,07:30,miles,3,,,1,,
2012-05-13,Washton Park to Macleay Park and back,90,18,10.962,08:14,miles,5,,,1,,
2012-05-10,Apartment to Laura's (Bike),21,29,2.863,07:30,miles,3,,,1,,
2012-05-10,Willamette Blvd.,44,42,6.6758,06:41,miles,4,http://www.gmap-pedometer.com/?r=5459121 ,,1,,
2012-05-11,Laura's to Apt.,20,51,2.78055,07:29,miles,3,,,1,,
2012-05-12,Cross Train (bike),168,42,50.7,03:19,miles,,,bike,0,,
2012-05-12,Bald Peak (bicycle),121,50,16.2446,07:29,miles,5,,,1,,
2012-05-12,Freddy's twice (Bike),8,52,1.18176,07:30,miles,2,,,1,,
2012-05-13,"John's Landing, Washington Park, Home",17,15,2.29993,07:30,miles,3,,,1,,
2012-05-18,Commute (Bike),10,7,1.34985,07:29,miles,3,,,1,,
2012-05-17,Commute (Bike),16,12,2.159,07:30,miles,3,,,1,,
2012-05-17,Hawthorne -> Sellwood -> Hawthorne,66,14,9.8914,06:41,miles,4,,,1,,
2012-05-16,Laura's to Apt.,20,17,2.7039,07:30,miles,3,,,1,,
2012-05-14,Commute (Bike),21,34,2.876,07:29,miles,3,,,1,,
2012-05-15,Commute (Bike),24,6,3.213,07:30,miles,3,,,1,,
2012-05-15,Woodlawn,15,48,2.2451,07:02,miles,3,http://www.gmap-pedometer.com/?r=5468850 ,,1,,
2012-05-21,Commute (Bike),20,25,9.3,02:11,miles,3,,,1,,
2012-05-19,Freddy's (Bike),4,18,0.574,07:29,miles,3,,,1,,
2012-05-31,Commute (Bike),22,21,2.98,07:30,miles,3,,,1,,
2012-05-30,Commute (Bike),20,48,2.7725,07:30,miles,3,,,1,,
2012-05-29,Commute (Bike),43,38,5.81735,07:30,miles,3,,,1,,
2012-05-26,Laura's -> Home -> Old Town Pizza (Bike),38,29,5.131,07:30,miles,3,,,1,,
2012-05-24,Commute (Bike),10,6,1.34726,07:29,miles,3,,,1,,
2012-05-23,Commute (Bike),21,36,2.881,07:29,miles,3,,,1,,
2012-05-27,Laura's->Apt->Fred's->Delta Cafe (Bike),40,8,5.35193,07:29,miles,3,,,1,,
2012-06-03,Cross Train (bike),150,0,46.2,03:14,miles,,,bike,0,,
2012-06-02,Cross Train (bike),31,23,10,03:08,miles,,,bike,0,,
2012-06-04,"Pendleton St., Gabriel Park",25,30,3.87,06:35,miles,3,http://new.mapmyrun.com/routes/view/99591993,,1,,
2012-06-05,Laura->Work->Realtor->REI->Home (Bike),28,47,3.861,07:27,miles,3,,,1,,
2012-06-04,Apt -> Laura's,20,43,2.7626,07:29,miles,3,,,1,,
2012-06-10,"Hawthorne, Pittock, Macleay",106,43,12.31,08:40,miles,5,,,1,,
2012-06-10,"Work, Bike Shop, Richie's, Home",22,51,3.0475,07:29,miles,3,,,1,,
2012-06-09,Apartment to Lewis & Clark,7,35,1.01034,07:30,miles,3,,,1,,
2012-06-08,Nature Center,27,32,3.7385,07:21,miles,3,,,1,,
2012-06-08,Partial Ride to Work,3,57,0.525797,07:30,miles,3,,,1,,
2012-06-07,Work -> Fred's -> Apt.,11,4,1.47512,07:30,miles,3,,,1,,
2012-06-06,Home -> Work -> Realtor -> Home (Bike),29,11,3.8921,07:29,miles,3,,,1,,
2012-06-11,Commute (Bike),20,50,2.7785,07:29,miles,3,,,1,,
2012-06-13,Laura's -> Fred's -> Home,23,35,3.14475,07:29,miles,3,,,1,,
2012-06-12,Home -> Work -> Laura's,23,31,3.13544,07:30,miles,3,,,1,,
2012-06-16,Laura's -> Apt.,19,10,2.5547,07:30,miles,3,,,1,,
2012-06-15,Apt. -> Work,10,4,1.34286,07:29,miles,3,,,1,,
2012-06-14,Commute (Bike),21,23,2.85194,07:29,miles,3,,,1,,
2012-06-17,"Pendleton St., Gabriel Park",26,35,3.8477,06:54,miles,4,,,1,,
2012-05-20,Fred Meyer,4,18,0.574199,07:29,miles,3,,,1,,
2012-06-02,Grandad's -> John and Chris's (Bike),25,4,3.3423,07:29,miles,2,,,1,,
2012-06-03,Wenas (Bike),113,0,15.0662,07:30,miles,3,,,1,,
2012-06-18,Commute (Bike),20,33,2.73921,07:30,miles,3,,,1,,
2012-06-18,"Pendleton St., Gabriel Park",27,39,3.85,07:10,miles,3,,,1,,
2012-06-19,Commute (Bike),45,46,6.101,07:30,miles,3,,,1,,
2012-06-20,Commute (Bike),20,40,2.7563,07:29,miles,3,,,1,,
2012-06-21,Commute (Bike),11,47,1.57,07:30,miles,3,,,1,,
2012-06-21,"Foot Traffic, Sellwood, Springwater",62,19,9.2544,06:44,miles,3,,,1,,
2012-06-22,Commute (Bike),10,50,1.444,07:30,miles,3,,,1,,
2012-06-23,Cell Tower,36,27,4.5346,08:02,miles,3,,,1,,
2012-06-23,Apt -> Laura's (Bike),20,47,2.772,07:29,miles,3,,,1,,
2012-06-25,Commute (Bike),25,25,3.38975,07:29,miles,3,,,1,,
2012-06-26,Commute (Bike),19,57,2.6605,07:29,miles,3,,,1,,
2012-06-27,Apt -> Work -> Realtor -> Laura's,22,13,2.96298,07:29,miles,3,,,1,,
2012-06-28,Work -> Home -> Fred's -> Home,13,20,1.7767,07:30,miles,3,,,1,,
2012-06-29,Work -> Enterprise,9,52,1.31608,07:29,miles,3,,,1,,
2012-07-01,Cline Falls (Bike),96,38,12.884,07:30,miles,4,,,1,,
2012-07-02,Enteprise -> Work -> Laura's (Bike),23,0,3.06621,07:30,miles,3,,,1,,
2012-07-03,Commute (Bike),24,26,3.258,07:29,miles,3,,,1,,
2012-07-05,Laura's -> Work,10,45,1.4323,07:30,miles,3,,,1,,
2012-07-04,"Home, Work, Home, HUB",38,36,5.1463,07:30,miles,3,,,1,,
2012-07-06,Work -> Home,9,51,1.31412,07:29,miles,3,,,1,,
2012-07-07,Apt -> Laura's (Bike),19,52,2.64987,07:29,miles,3,,,1,,
2012-07-08,Laura's -> Apt. (Bike),19,18,2.53736,07:36,miles,3,,,1,,
2012-07-09,Commute (Bike),22,14,2.9641,07:30,miles,3,,,1,,
2012-07-10,Commute (Bike),10,4,1.34231,07:29,miles,3,,,1,,
2012-07-11,Commute (Bike),20,32,2.7379,07:29,miles,3,,,1,,
2012-07-12,Commute,22,55,3.05566,07:29,miles,3,,,1,,
2012-07-13,Commute (Bike),21,11,2.82344,07:30,miles,3,,,1,,
2012-07-14,Fred Meyer,2,37,0.348445,07:30,miles,3,,,1,,
2012-07-15,Forest Park,44,20,6,07:23,miles,4,,,1,,
2012-07-15,Apt -> Laura's (Bike),23,35,3.14443,07:30,miles,3,,,1,,
2012-07-16,Commute (Bike),20,16,2.70123,07:30,miles,3,,,1,,
2012-07-17,Commute (Bike),22,52,3.04924,07:29,miles,3,,,1,,
2012-07-18,Commute (Bike),13,4,1.74197,07:30,miles,3,,,1,,
2012-07-21,Visit house with Realtor,53,14,8.061,06:36,miles,2,Hot as fuck.,,1,,
2012-07-20,Commute (Bike),10,1,1.3354,07:30,miles,3,,,1,,
2012-07-19,Commute (Bike),21,28,2.862,07:30,miles,3,,,1,,
2012-07-24,Woods Park,46,52,5.05,09:16,miles,3,Run with female. Well worth it.,,1,,
2012-07-24,Commute (Bike),10,16,1.3691,07:29,miles,3,,,1,,
2012-07-23,Fernhill Park,40,54,4.8362,08:27,miles,3,,,1,,
2012-07-25,Commute (Bike),21,1,2.803,07:29,miles,3,,,1,,
2012-07-26,"Springwater, Bluff Trail",64,11,9.5726,06:42,miles,3,http://www.gmap-pedometer.com/?r=5580505,,1,,
2012-07-26,Commute (Bike),34,13,4.56259,07:29,miles,3,,,1,,
2012-07-27,Commute (Bike),32,26,4.32496,07:29,miles,3,,,1,,
2012-07-27,Batman,20,7,2.75,07:18,miles,3,,,1,,
2012-07-28,Marquam Hill,56,40,7.0087,08:05,miles,3,,,1,,
2012-07-29,Leif Erikson,70,3,10,07:00,miles,3,,,1,,
2012-07-28,Timbers Game (Bike),11,42,1.56,07:30,miles,3,,,1,,
2012-07-30,Commute (Bike),21,56,2.9242,07:30,miles,3,,,1,,
2012-08-01,Commute (Bike),22,39,3.02038,07:29,miles,3,,,1,,
2012-07-31,Commute (Bike),9,56,1.3234,07:30,miles,3,,,1,,
2012-08-02,Commute (Bike),9,59,1.33037,07:30,miles,3,,,1,,
2012-08-03,Powder River,27,55,3.72162,07:30,miles,3,,,1,,
2012-08-05,Commute (Bike),13,1,1.73666,07:29,miles,3,,,1,,
2012-08-09,Commute (Bike),23,34,3.142,07:30,miles,3,,,1,,
2012-08-08,Commute (Bike),11,19,1.5085,07:30,miles,3,,,1,,
2012-08-07,Commute (Bike),12,58,1.729,07:29,miles,3,,,1,,
2012-08-08,Waterfront,29,57,4.3185,06:56,miles,2,Two shits in thirty minutes.,,1,,
2012-08-11,Commute (Bike),19,19,2.575,07:30,miles,3,,,1,,
2012-08-10,Commute (Bike),20,30,2.733,07:30,miles,3,,,1,,
2012-08-13,Commute (Bike),21,25,2.8553,07:30,miles,3,,,1,,
2012-08-14,Commute (Bike),21,21,2.8468,07:29,miles,3,,,1,,
2012-08-15,Commute (Bike),21,27,2.85955,07:30,miles,3,,,1,,
2012-08-16,Commute (Bike),20,15,2.6999,07:30,miles,3,,,1,,
2012-08-17,Commute (Bike),31,43,4.229,07:29,miles,3,,,1,,
2012-08-18,"Lewis & Clark, Fred's (Bike)",14,43,1.96,07:30,miles,3,,,1,,
2012-08-18,30x 200,34,1188,9.11808,05:54,miles,4,,,1,,
2012-08-19,Forest Park,65,39,7.98,08:13,miles,3,,,1,,
2012-08-20,Commute (Bike),21,26,2.857,07:30,miles,3,,,1,,
2012-08-21,Commute (Bike),12,5,1.61042,07:30,miles,3,,,1,,
2012-08-21,Track,3,54,0.884,04:24,km,3,,,1,,
2012-08-21,Barefoot on track,1,39,0.442,03:43,km,3,,,1,,
2012-08-22,Commute (Bike),30,9,4.01992,07:30,miles,3,,,1,,
2012-08-22,Track,12,0,2.652,04:31,km,3,,,1,,
2012-08-23,Commute (Bike),30,21,4.04558,07:30,miles,3,,,1,,
2012-08-23,Track,12,23,2.652,04:40,km,3,,,1,,
2012-08-24,Commute (Bike),30,37,4.0825,07:29,miles,3,,,1,,
2012-08-24,Barefoot on track,3,55,0.884,04:25,km,2,,,1,,
2012-08-26,Forest Park,5,0,0.6667,07:29,miles,3,,,1,,
2012-08-25,Commute (Bike),43,39,5.8199,07:30,miles,3,,,1,,
2012-08-25,Pool run,22,30,3,07:30,miles,3,,,1,,
2012-08-27,Commute (Bike),22,35,3.011,07:30,miles,3,,,1,,
2012-08-28,Commute (Bike),56,50,7.5575,07:31,miles,3,,,1,,
2012-08-29,Commute (Bike),43,1,5.73666,07:29,miles,3,,,1,,
2012-08-29,Track,14,5,3.094,04:33,km,3,,,1,,
2012-08-30,Commute (Bike),20,24,2.7197,07:30,miles,3,,,1,,
2012-09-03,Pool run,30,0,4,07:30,miles,3,,,1,,
2012-09-01,Commute (Bike),27,59,3.7313,07:29,miles,3,,,1,,
2012-09-01,Barefoot on track,5,28,1.326,04:07,km,3,,,1,,
2012-08-31,Commute (Bike),39,56,5.32469,07:29,miles,3,,,1,,
2012-09-01,Pool run,30,0,4,07:30,miles,3,,,1,,
2012-09-04,Commute (Bike),21,51,2.91,07:30,miles,3,,,1,,
2012-09-05,Commute (Bike),20,26,2.72537,07:29,miles,3,,,1,,
2012-09-12,Commute (Bike),11,15,1.499,07:30,miles,3,,,1,,
2012-09-11,Commute (Bike),10,1,1.336,07:29,miles,3,,,1,,
2012-09-10,Commute (Bike),21,0,2.79991,07:30,miles,3,,,1,,
2012-09-13,Commute (Bike),41,31,5.5345,07:30,miles,3,,,1,,
2012-09-14,Commute (Bike),20,6,2.6791,07:30,miles,3,,,1,,
2012-09-15,Commute (Bike),12,10,1.62256,07:29,miles,3,,,1,,
2012-09-17,Commute (Bike),25,55,3.45497,07:30,miles,3,,,1,,
2012-09-17,"Pendleton St., Gabriel Park",30,2,3.8503,07:48,miles,3,,,1,,
2012-09-07,Cross Train (hiking),430,0,12,11:50,miles,,5000 feet of elevation gain.,hiking,0,,
2012-09-18,Commute (Bike),11,25,1.5221,07:30,miles,3,,,1,,
2012-09-19,Commute (Bike),23,41,3.15714,07:30,miles,3,,,1,,
2012-09-20,Commute (Bike),21,5,2.81185,07:29,miles,3,,,1,,
2012-09-21,Commute (Bike),9,58,1.3296,07:29,miles,3,,,1,,
2012-09-23,Commute (Bike),10,56,1.45739,07:30,miles,3,,,1,,
2012-09-24,Commute (Bike),23,5,3.07675,07:30,miles,3,,,1,,
2012-09-27,Commute (Bike),25,51,3.4475,07:29,miles,3,,,1,,
2012-09-26,Commute (Bike),20,45,2.7662,07:30,miles,3,,,1,,
2012-09-25,Commute (Bike),9,53,1.3185,07:29,miles,3,,,1,,
2012-10-08,Commute (Bike),20,20,2.71,07:30,miles,3,,,1,,
2012-10-08,Gabriel Park,25,10,3.1712,07:56,miles,3,,,1,,
2012-10-16,Springwater,41,4,5.7498,07:08,miles,2,,,1,,
2012-10-13,"Pendleton St., Gabriel Park",30,23,3.8046,07:59,miles,3,,,1,,
2012-10-17,Commute (Bike),18,39,2.487,07:29,miles,3,,,1,,
2012-10-16,Commute (Bike),9,28,1.2618,07:30,miles,3,,,1,,
2012-10-15,Commute (Bike),22,27,2.9929,07:30,miles,3,,,1,,
2012-10-12,Commute (Bike),9,34,1.2754,07:30,miles,3,,,1,,
2012-10-11,Commute (Bike),20,41,2.75862,07:29,miles,3,,,1,,
2012-10-09,Commute (Bike),9,27,1.261,07:29,miles,3,,,1,,
2012-10-17,"Pendleton, Vermont",19,16,2.5616,07:31,miles,1,,,1,,
2012-10-18,Downtown Round trip commute,22,49,3.405,06:42,miles,2,,,1,,
2012-10-18,Commute (Bike),10,15,1.3557,07:33,miles,3,,,1,,
2012-10-19,Commute (Bike),9,16,1.23647,07:29,miles,3,,,1,,
2012-10-21,53rd Avenue,29,41,4,07:25,miles,2,,,1,,
2012-10-22,Commute (Bike),20,19,2.7085,07:30,miles,3,,,1,,
2012-10-24,Commute (Bike),29,15,3.89944,07:30,miles,3,,,1,,
2012-10-23,Commute (Bike),29,59,3.99887,07:29,miles,3,,,1,,
2012-10-24,Track,31,15,7.102,04:24,km,3,,,1,,
2012-10-23,Palatine Hill Rd.,25,17,3.5102,07:12,miles,2,,,1,,
2012-10-25,Commute (Bike),26,41,3.55857,07:29,miles,3,,,1,,
2012-10-25,Waterfront,22,2,2.9503,07:28,miles,3,,,1,,
2012-10-27,Lewis & Clark (Bike),13,53,1.8506,07:30,miles,3,,,1,,
2012-10-26,Commute (Bike),19,29,2.5981,07:29,miles,3,,,1,,
2012-10-27,Osterman,19,51,2.7184,07:18,miles,3,,,1,,
2012-10-28,53rd Avenue,29,47,4,07:26,miles,3,,,1,,
2012-10-29,Commute (Bike),27,7,3.61616,07:29,miles,3,,,1,,
2012-10-30,Commute (Bike),9,28,1.2621,07:30,miles,3,,,1,,
2012-11-01,Commute (Bike),41,17,5.50393,07:30,miles,3,,,1,,
2012-11-02,Commute (Bike),10,18,1.3731,07:30,miles,3,,,1,,
2012-11-05,Commute (Bike),20,25,2.7213,07:30,miles,3,,,1,,
2012-11-06,Commute (Bike),9,36,1.281,07:29,miles,3,,,1,,
2012-11-07,Commute (Bike),19,25,2.5883,07:30,miles,3,,,1,,
2012-11-08,Commute (Bike),9,33,1.2728,07:30,miles,3,,,1,,
2012-11-09,Commute (Bike),20,4,2.6753,07:30,miles,3,,,1,,
2012-11-08,Waterfront,50,43,7.0231,07:13,miles,3,,,1,,
2012-11-07,Batman,21,51,2.75,07:56,miles,3,,,1,,
2012-11-06,Waterfront,23,18,2.95,07:53,miles,3,,,1,,
2012-11-12,Commute (Bike),20,25,2.722,07:30,miles,3,,,1,,
